task,is_ood,num_shots,freq_bin,num_suffixes,num_samples,accuracy,faithfulness
morph-disc,False,5,"(0, 10)",1,41,0.9957446808510638,1.0
morph-disc,False,5,"(0, 10)",2,47,0.9957446808510638,1.0
morph-disc,False,5,"(0, 10)",3,46,0.9957446808510638,1.0
morph-disc,False,5,"(0, 10)",4,49,0.9957446808510638,1.0
morph-disc,False,5,"(0, 10)",5,44,0.9957446808510638,1.0
morph-disc,False,5,"(0, 10)",6,8,0.9957446808510638,1.0
morph-disc,False,5,"(10, 100)",1,3,1.0,1.0
morph-disc,False,5,"(10, 100)",3,1,1.0,1.0
morph-disc,False,5,"(100, 1000)",1,2,1.0,1.0
morph-disc,False,5,"(100, 1000)",3,1,1.0,1.0
morph-gen,False,3,"(0, 10)",1,41,0.7914893617021277,0.7787234042553192
morph-gen,False,3,"(0, 10)",2,47,0.7914893617021277,0.7787234042553192
morph-gen,False,3,"(0, 10)",3,46,0.7914893617021277,0.7787234042553192
morph-gen,False,3,"(0, 10)",4,49,0.7914893617021277,0.7787234042553192
morph-gen,False,3,"(0, 10)",5,44,0.7914893617021277,0.7787234042553192
morph-gen,False,3,"(0, 10)",6,8,0.7914893617021277,0.7787234042553192
morph-gen,False,3,"(10, 100)",1,3,1.0,1.0
morph-gen,False,3,"(10, 100)",3,1,1.0,1.0
morph-gen,False,3,"(100, 1000)",1,2,1.0,1.0
morph-gen,False,3,"(100, 1000)",3,1,1.0,1.0
morph-gen,False,5,"(0, 10)",1,41,0.8212765957446808,0.8085106382978723
morph-gen,False,5,"(0, 10)",2,47,0.8212765957446808,0.8085106382978723
morph-gen,False,5,"(0, 10)",3,46,0.8212765957446808,0.8085106382978723
morph-gen,False,5,"(0, 10)",4,49,0.8212765957446808,0.8085106382978723
morph-gen,False,5,"(0, 10)",5,44,0.8212765957446808,0.8085106382978723
morph-gen,False,5,"(0, 10)",6,8,0.8212765957446808,0.8085106382978723
morph-gen,False,5,"(10, 100)",1,3,1.0,1.0
morph-gen,False,5,"(10, 100)",3,1,1.0,1.0
morph-gen,False,5,"(100, 1000)",1,2,1.0,1.0
morph-gen,False,5,"(100, 1000)",3,1,1.0,1.0
morph-disc,False,1,"(0, 10)",1,41,0.9872340425531915,1.0
morph-disc,False,1,"(0, 10)",2,47,0.9872340425531915,1.0
morph-disc,False,1,"(0, 10)",3,46,0.9872340425531915,1.0
morph-disc,False,1,"(0, 10)",4,49,0.9872340425531915,1.0
morph-disc,False,1,"(0, 10)",5,44,0.9872340425531915,1.0
morph-disc,False,1,"(0, 10)",6,8,0.9872340425531915,1.0
morph-disc,False,1,"(10, 100)",1,3,1.0,1.0
morph-disc,False,1,"(10, 100)",3,1,1.0,1.0
morph-disc,False,1,"(100, 1000)",1,2,1.0,1.0
morph-disc,False,1,"(100, 1000)",3,1,1.0,1.0
morph-gen,False,1,"(0, 10)",1,41,0.7106382978723405,0.6978723404255319
morph-gen,False,1,"(0, 10)",2,47,0.7106382978723405,0.6978723404255319
morph-gen,False,1,"(0, 10)",3,46,0.7106382978723405,0.6978723404255319
morph-gen,False,1,"(0, 10)",4,49,0.7106382978723405,0.6978723404255319
morph-gen,False,1,"(0, 10)",5,44,0.7106382978723405,0.6978723404255319
morph-gen,False,1,"(0, 10)",6,8,0.7106382978723405,0.6978723404255319
morph-gen,False,1,"(10, 100)",1,3,1.0,1.0
morph-gen,False,1,"(10, 100)",3,1,1.0,1.0
morph-gen,False,1,"(100, 1000)",1,2,1.0,1.0
morph-gen,False,1,"(100, 1000)",3,1,1.0,1.0
morph-disc,False,3,"(0, 10)",1,41,0.9914893617021276,1.0
morph-disc,False,3,"(0, 10)",2,47,0.9914893617021276,1.0
morph-disc,False,3,"(0, 10)",3,46,0.9914893617021276,1.0
morph-disc,False,3,"(0, 10)",4,49,0.9914893617021276,1.0
morph-disc,False,3,"(0, 10)",5,44,0.9914893617021276,1.0
morph-disc,False,3,"(0, 10)",6,8,0.9914893617021276,1.0
morph-disc,False,3,"(10, 100)",1,3,1.0,1.0
morph-disc,False,3,"(10, 100)",3,1,1.0,1.0
morph-disc,False,3,"(100, 1000)",1,2,1.0,1.0
morph-disc,False,3,"(100, 1000)",3,1,1.0,1.0
